AIdent,Hours_Worked
221144,69.5
221144,83.38
221144,27.72
221145,211.5
221146,0.25
221146,201.9
221148,122
221149,31.75
221149,38.95
221151,62.5
221152,71.75
221157,69
221173,78.15
221174,149.75
221174,205.5
221175,19.93
221176,8
221177,347
221179,75.53
221179,5.37
221180,5
221181,122
221181,26.6
221181,264.89
221182,496.75
221183,265.14
221186,65.4
221187,567.05
221189,23.1
221189,11.53
221189,23.46
221191,137
221192,25.62
221195,184.25
221195,161.25
221196,33.5
221199,57.25
221200,36.25
221203,24
221203,112
221203,270.63
221203,64
221204,108.19
221204,270.75
221206,6.75
221207,14.58
221209,145
221210,46
221211,77.75
221211,15.75
221213,141.5
221213,31.93
221215,371.5
221217,5
221219,2.5
221220,130.25
221225,10.08
221227,349.3
221228,134
221229,17.88
221230,14.5
221234,148
221235,0.5
221236,32.48
221240,5.83
221241,4
221249,371.68
221251,333.2
221251,136.25
221255,16
221256,16
221261,488
221264,40
221267,14.07
221268,409.5
221269,33.25
221274,466.91
221280,86.17
221282,18.25
221283,50
221284,5.57
221290,148.2
221290,155
221296,516
221297,164.3
221297,42.68
221299,39
221300,209.1
221300,39.53
221300,93.25
221302,91.25
221304,11.6
221307,4.22
221311,113.25
221311,43.75
221312,132.9
221314,4.25
221315,101.96
221315,287.26
221316,7.5
221317,7.5
221322,9
221328,43
221332,448
221334,9
221335,3.75
221337,23
221338,91.1
221340,382.36
221340,77.94
221342,70.73
221343,61.64
221344,7
221346,53.38
221347,13
221348,148.75
221348,95.25
221350,85.83
221360,44.09
221361,37.97
221363,73.5
221368,16.75
221370,37
221371,96.1
221371,45.36
221376,24.5
221378,168.63
221378,254.13
221380,44.92
221383,7.5
221383,16.08
221384,147
221384,173.5
221385,129.5
221385,196.25
221387,18.5
221388,11.18
221390,335.66
221395,5.25
221401,32.42
221402,43.13
221404,475.33
221407,61
221407,139.5
221407,71.75
221408,28.9
221408,7.4
221413,101
221414,13.43
221414,49.25
221415,3.75
221417,10.7
221419,110.75
221420,217.7
221421,201.6
221421,268.5
221421,48
221423,154
221427,87.59
221427,264.45
221428,224.5
221428,30.6
221431,494.1
221431,6.5
221432,20.87
221435,72.9
221437,32.8
221439,7.25
221440,7.25
221450,161.78
221450,24
221453,370.75
221457,65.25
221457,22.98
221458,98
221464,345.5
221464,89.25
221466,199.27
221466,354.06
221468,135.5
221474,40
221479,9.23
221479,48.9
221483,19
221484,104.5
221484,136.5
221486,33.99
221487,18
221487,347.48
221489,8.75
221490,102.09
221490,383.93
221493,13.5
221494,128
221495,13
221495,12
221496,162.05
221497,18.5
221499,33.87
221502,10.59
221502,49.21
221506,1
221506,140.07
221510,13.82
221511,4
221514,18.2
221514,19.72
221518,49.91
221524,23.17
221525,43.75
221534,175.75
221534,178.75
221535,7
221535,99.97
221538,109
221538,208
221540,13.5
221541,126.5
221541,40.25
221554,56
221554,52.6
221554,3.9
221561,50.75
221561,130.5
221561,194.5
221567,182
221570,9
221571,94.68
221571,41.23
221572,12
221572,256.75
221576,386.25
221577,27.75
221579,4
221580,1
221580,23.47
221584,55.5
221587,85
221588,41.75
221589,56.5
221590,193
221590,29.3
221591,11
221592,11
221594,13.75
221594,16.36
221595,111.9
221595,27.83
221596,48
221596,217.5
221598,91.65
221598,103.62
221599,115
221600,27.75
221601,35.5
221602,143.1
221603,437.28
221607,102.2
221607,17.75
221608,13.82
221611,13.25
221615,187
221627,36.25
221627,39.15
221628,27
221628,137.2
221629,58.85
221629,238
221631,198.75
221637,7.5
221638,61.35
221639,51.81
221642,14.24
221642,11.5
221643,44.25
221650,15.75
221651,74.5
221652,18.88
221655,43.42
221657,118
221660,13.85
221660,13.4
221661,80.05
221665,133.5
221671,24
221671,168
221671,240.5
221673,77.15
221674,124.52
221674,224
221681,7.5
221684,383
221686,56
221686,34.67
221686,3.08
221688,343.25
221688,30.75
221695,70.25
221700,33.08
221704,12.7
221704,24
221704,108
221709,25.27
221709,376
221710,65.01
221712,408
221715,22.25
221716,26.53
221716,14.02
221719,51.23
221720,16
221723,26.16
221723,398.01
221725,22.5
221727,1
221727,324.5
221729,10.51
221729,56.36
221730,66.42
221733,102.21
221745,22
221746,41.5
221747,55.75
221748,250.75
221750,15
221752,15
221753,49.5
221754,86
221754,384.1
221756,288
221759,28.75
221759,4.5
221760,379.5
221763,411.6
221764,61
221771,1.25
221772,102.25
221772,177.5
221776,257
221779,1
221780,75
221782,58.31
221785,38.5
221787,9
221789,405
221790,522.65
221791,30.77
221794,27.75
221796,493.25
221798,42.02
221799,52.04
221800,81.69
221801,21.75
221803,1
221809,36.04
221811,59.25
221811,57.75
221813,103
221813,283.5
221819,448.5
221824,37
221825,40.55
221826,18.5
221826,12
221828,8.25
221828,8
221828,483.25
221831,65.26
221831,11.1
221835,33.75
221836,311.64
221839,34.72
221842,8.65
221843,8
221844,118.2
221847,99.5
221849,8
221849,8
221850,21.9
221852,3.93
221853,32.47
221853,84.81
221854,44.82
221855,312.45
221858,11
221860,7.5
221862,6
221863,135.5
221863,30
221864,155.75
221865,6.58
221865,16
221865,16.5
221867,7.5
221869,63.25
221871,6.58
221871,16
221871,16.5
221872,22.42
221874,29.62
221879,66.5
221880,169.16
221883,147.44
221884,175.75
221885,7.5
221885,9.25
221888,423.75
221897,265.14
221903,9.75
221907,181.5
221907,29
221907,76.25
221909,166.42
221913,23.08
221913,0.57
221914,38.82
221918,344.75
221923,64
221924,435.5
221925,435.5
221926,269.75
221927,58.75
221929,109
221930,15
221932,19
221933,57.25
221934,49.5
221935,26.5
221935,3.5
221938,443.83
221944,20.25
221944,144.75
221949,251.09
221949,29.08
221950,24
221950,8
221951,1.75
221952,165
221952,72
221959,5
221961,3.83
221964,10
221968,276.92
221968,24
221974,4
221976,16
221978,74.5
221978,274.25
221983,29.07
221985,4
221990,55.33
221993,96.98
221994,7.5
222000,21.2
222004,15.5
222004,28.8
222004,22.13
222005,86
222010,394.2
222012,50
222012,37.5
222014,28.7
222021,7.5
222031,105
222032,242.98
222032,173.05
222033,40
222034,47.25
222038,482.5
222039,263.09
222039,71.5
222044,72.77
222046,146.25
222049,75
222053,445.5
222058,102.75
222059,80.25
222064,6.2
222067,32
222068,78.1
222068,148
222076,29
222077,27.5
222081,112.21
222084,10
222084,91.25
222085,45
222085,94.72
222086,45
222086,94.6
222087,74
222088,446.89
222089,35.5
222092,20.5
222098,71.2
222099,71.2
222100,34
222101,75.5
222101,321.25
222104,8
222110,101.11
222111,92.03
222113,26.26
222113,89.5
222113,31.12
222118,95.5
222120,80
222123,89.25
222123,7.3
222124,168
222127,206.5
222129,50
222130,53.5
222131,53.5
222132,18.15
222135,71.6
222136,100
222138,19.25
222139,52.25
222139,124.25
222146,88.6
222148,60.5
222148,174
222149,17.52
222152,24.75
222153,24
222158,73.5
222158,13
222158,5
222159,4
222161,42
222161,37
222164,66
222167,227.05
222168,227.09
222169,6.5
222171,110.5
222173,3.95
222175,22.5
222179,8.25
222180,120
222180,360
222183,82.5
222184,77
222184,227
222185,34.75
222186,120
222186,360
222187,6.75
222189,7.75
222189,8
222190,16.02
222190,231.78
222193,9
222195,4.25
222201,398.5
222202,131.23
222203,38.5
222203,5
222203,128
222204,16.95
222215,7.5
222216,25
222220,10.25
222222,10
222223,37.25
222224,249.75
222225,40
222226,31.5
222227,10.4
222232,84
222232,24.5
222234,139.5
222234,11.75
222237,345
222238,276.75
222242,1.75
222242,28.5
222242,39
222244,34.5
222245,15
222246,35
222247,348.2
222248,42.5
222249,7.5
222250,6.5
222251,391
222252,15
222253,4
222256,365
222260,9
222263,50.07
222266,10.82
222266,67.28
222270,354.25
222271,1.75
222272,402.25
222273,8
222278,9.22
222279,6.05
222279,77.62
222285,369.06
222286,368
222287,13.73
222287,24.18
222289,5.75
222290,4.75
222293,136
222294,75.4
222294,119.25
222298,307.25
222306,7.51
222319,90
222319,279.9
222328,3.88
222331,107.9
222334,130.61
222335,136
222342,2.5
222345,319
222348,38
222348,82.5
222354,45
222354,14.88
222356,14.5
222356,6.6
222356,16
222357,12.9
222357,8
222359,54.8
222360,81.84
222361,56.43
222365,23
222384,50.25
222385,101.75
222385,24
222392,56.75
222403,154.75
222405,114.25
222406,270.25
222406,39.25
222411,37
222411,82.25
222412,33.25
222412,61.75
222413,109.75
222415,22.5
222417,56.25
222418,299.75
222419,80.25
222421,41.08
222422,44.01
222424,24.25
222424,23
222424,17.25
222424,105.25
222424,100
222425,307.97
222426,40
222428,9
222429,152
222430,94
222436,32
222437,138.79
222438,44.75
222442,106
222442,64
222442,53.61
222446,144.75
222451,16
222458,321.28
222461,15.5
222466,64
222466,400
222470,337.92
222477,8
222478,16
222479,23.5
222480,13.25
222480,9
222481,47.57
222481,47.65
222484,10
222492,16.75
222495,348.15
222498,22.75
222501,2.25
222505,110.25
222514,39.25
222517,15
222520,4
222521,4
222522,308
222524,352.75
222529,242
222531,280
222539,32
222546,269.9
222554,72
222558,39.25
222558,71.5
222559,222.25
222563,164.25
222565,32.24
222566,61.4
222566,17.43
222573,326.2
222575,7.5
222576,68.8
222580,8.5
222581,33.07
222584,40
222584,40
222585,20
222588,40
222604,9
222604,14.57
222605,15.83
222608,57.9
222608,11.5
222613,266.5
222618,330.82
222619,16.5
222620,0.25
222621,0.25
222624,16.25
222626,2
222630,37
222631,37.25
222636,146.04
222639,190.25
222642,426.5
222643,21.3
222644,260.1
222647,41.13
222647,32.45
222648,224.5
222656,16
222657,2.25
222657,7.75
222657,9
222658,30
222658,245.75
222662,30
222662,245.82
222663,5.58
222674,36.7
222676,331.92
222679,19
222679,30
222683,4.5
222683,57.75
222684,5.75
222684,1.5
222687,7.5
222687,15.5
222689,7.5
222689,15.4
222694,48.75
222695,68
222698,6.5
222700,315.5
222701,29.7
222710,82.33
222716,82
222719,205.34
222722,13.81
222731,40
222731,19.3
222737,103.62
222750,16
222750,219
222751,16
222751,219
222753,11
222755,275.58
222757,34.2
222758,121.93
222767,3.55
222768,18.57
222769,7.7
222772,4.98
222773,235.25
222773,37
222775,277.5
222777,66.75
222777,107.89
222780,202
222781,2.25
222783,31.1
222784,23.25
222785,23.25
222787,35.3
222794,33.7
222796,40
222798,10.5
222798,94.25
222799,437.5
222801,18.37
222810,48
222812,67.2
222815,5.5
222816,5.52
222819,100.83
222824,20
222825,73.5
222826,20.5
222827,87.5
222828,33.25
222830,268.65
222831,17
222841,272.6
222844,402.25
222850,285.1
222853,79.75
222854,408
222856,30.75
222863,197.45
222864,286.91
222871,4
222871,40
222871,18.75
222872,293.7
222873,20
222873,126.92
222876,4
222876,301
222883,39
222883,30
222884,293
222885,67.5
222885,39.3
222887,78
222887,230.5
222889,29.5
222892,21.48
222896,41.5
222897,2.1
222901,7.75
222901,20
222903,0
222905,14.25
222908,30.98
222909,131.6
222916,3
222938,300.84
222940,427.5
222942,34
222942,182.75
222943,304
222946,10.98
222949,170.25
222949,64.75
222951,48.75
222961,275.39
222962,62
222964,8
222965,12.25
222966,201.25
222966,38.5
222966,39.5
222969,117
222969,24
222970,133.25
222970,16
222971,12.75
222971,8
222972,114.25
222976,34.88
222978,86
222979,84.2
222980,16.85
222981,27.48
222981,30
222982,16.51
222986,140.55
222988,24
222993,26.16
222998,136.33
222999,123.97
223001,119
223001,20
223003,221.78
223004,30.67
223006,28.25
223007,120
223007,71.5
223008,28.25
223013,90.5
223015,16
223017,29.16
223017,247.55
223019,8.5
223020,280
223025,54
223025,39.25
223026,276
223030,8.7
223031,24
223032,52.66
223032,15.5
223034,316.75
223039,134.55
223041,12.25
223047,139.4
223053,6.5
223057,150.5
223059,176
223068,63.5
223071,19.58
223072,182
223072,16
223072,81.25
223073,152.8
223076,19.5
223080,10.54
223082,2.75
223089,136
223091,16.27
223091,219.47
223093,169.56
223093,8.08
223094,260.2
223096,22
223101,7.5
223102,4.75
223103,7
223104,22.5
223105,22
223108,30.39
223115,71.53
223117,49.5
223118,217.63
223121,32.5
223125,59.5
223126,6.5
223126,31
223132,4
223133,202.5
223136,281
223137,8
223137,130
223137,141.45
223138,290.75
223140,46
223145,152.83
223146,24
223148,27
223149,42.5
223151,114.5
223154,163
223158,40
223159,248
223165,16.56
223165,67.43
223165,35.1
223166,16.54
223167,49.25
223169,39.03
223169,15.9
223177,10.9
223178,10.9
223179,7.5
223182,62.5
223186,160.42
223188,286.96
223190,90.25
223193,345
223195,37.15
223196,118.53
223196,58.83
223198,12.75
223205,233.75
223210,247.5
223211,230.5
223212,374.86
223216,61
223217,119.75
223220,204.5
223221,218.25
223222,242.5
223223,266.75
223226,12.78
223226,13.75
223228,16
223228,17.75
223231,85.95
223233,193.5
223234,34.25
223238,24.25
223239,12.9
223240,12.88
223242,224
223248,19.45
223252,38
223255,57.43
223263,19
223264,24
223265,54
223268,86
223268,125
223271,149.61
223276,4
223278,189.5
223281,5
223282,201.75
223283,30.87
223284,30.8
223285,30.79
223288,31.62
223289,53.15
223290,40
223290,232
223291,24
223292,7.5
223293,122.75
223294,154.25
223295,121.1
223302,2.1
223304,5.94
223305,12.64
223306,226.71
223307,206.08
223308,24.31
223310,32.32
223311,12.37
223314,124
223320,6.18
223324,79.95
223332,109.26
223333,6.5
223333,273.5
223335,111.02
223338,5
223342,40
223342,25.12
223344,240
223345,57.44
223345,173.37
223347,48.75
223348,7.5
223350,86.75
223355,226.46
223356,225.01
223358,3.23
223361,26.88
223362,8
223364,233.75
223365,198.3
223366,258.16
223367,152.34
223368,259.14
223369,2
223370,2
223371,106.25
223372,2
223373,101.19
223384,98.75
223387,5
223389,24.21
223395,7.5
223397,285.08
223401,264.25
223402,11.43
223404,0
223404,247.58
223406,1.5
223406,161
223413,72.25
223413,37.5
223421,17.93
223423,364.5
223425,142
223426,298.19
223436,70.25
223441,72
223444,60.45
223446,320
223449,204
223452,15.9
223455,141
223460,276.89
223461,299.5
223463,72.7
223464,8
223465,66.28
223465,154.47
223466,2
223467,7.9
223480,136
223481,19.5
223483,71.5
223485,190.75
223486,188.75
223494,214
223498,7.73
223501,0
223501,161.46
223502,48
223507,73
223516,105.99
223519,22.5
223521,7.5
223524,38.5
223526,112.5
223528,30
223528,14.5
223528,197.25
223535,15.25
223538,5
223540,172.55
223541,18.25
223544,6
223546,76.5
223548,15.5
223550,16
223557,251.25
223565,22.5
223567,94
223568,93.25
223568,33
223568,4.8
223571,8.25
223572,20
223573,0
223576,11
223580,44
223581,56
223588,9
223589,243.75
223601,39
223604,166.3
223606,23.5
223616,8
223620,123.2
223628,142
223631,15
223632,7.48
223633,104.5
223634,168.96
223635,302.5
223636,0
223636,0
223637,115.75
223640,64
223640,121.25
223640,32
223646,10
223646,65
223649,235.75
223653,272.12
223655,297.25
223660,3.67
223663,5.5
223663,56
223665,9
223666,115.35
223667,208.49
223669,264.75
223670,4.75
223670,4
223672,167.25
223674,230.3
223676,77.24
223678,241.75
223682,16.25
223682,17.79
223683,267.5
223686,104.84
223687,8
223688,14.98
223689,8
223690,4
223692,7
223692,114
223692,19
223697,5
223698,10
223699,142.27
223700,10
223702,5
223703,171.89
223706,5
223706,18
223709,3
223711,103.25
223711,64
223712,3.25
223712,216
223713,32
223713,195.58
223714,167.3
223722,19.5
223731,209
223737,28.53
223737,67.96
223740,137
223741,200.37
223744,203.58
223747,171
223748,60.5
223750,49.12
223751,16.1
223753,7.5
223753,59.5
223754,99.75
223756,32.9
223757,2
223763,62.13
223764,2
223767,7.83
223768,98.59
223770,23.75
223773,42.72
223779,209
223781,103
223781,10
223781,28.25
223788,54.5
223793,3
223793,89.5
223794,61
223795,159
223796,126.75
223797,7.5
223797,71.5
223798,28.5
223799,7.5
223800,15
223807,232.49
223808,2.5
223809,7.5
223811,253.17
223813,154.65
223815,131.27
223821,8
223823,18.25
223823,11.25
223825,8.25
223835,18.5
223836,19.25
223838,39
223839,71.59
223840,66.84
223841,19.25
223842,6.75
223848,195.25
223851,22.5
223852,24.75
223853,51.25
223855,210.25
223857,3
223857,75.5
223857,32
223858,203
223859,3
223859,98
223860,3
223860,100.5
223860,76
223861,167
223872,55.2
223874,15
223877,51.25
223879,65.25
223881,40
223882,74.25
223894,38.75
223896,25
223897,4.5
223897,51.5
223901,8
223902,9.5
223902,32
223906,30
223908,49
223911,23.75
223914,92.5
223916,99.75
223917,120
223918,19
223919,15
223920,7.5
223922,112
223923,11
223924,97.25
223925,20.25
223926,11
223929,7.5
223933,168
223936,90
223937,80.45
223937,72.52
223938,6
223938,30
223947,79.9
223949,72.5
223949,21
223951,4
223951,11
223952,55
223952,20.5
223953,43.6
223957,157.84
223958,23.03
223959,198
223963,2.36
223964,8
223964,80.75
223965,8
223965,80.75
223968,21.55
223970,87
223974,120.45
223982,42.75
223983,155.51
223984,9.79
223985,7.83
223986,112
223988,15
223989,15
223989,11.5
223990,8
223992,7.5
223994,10
223994,31.75
223995,45
223998,15
224000,7.5
224010,86.76
224011,165.57
224012,10.25
224013,81.58
224019,17.75
224020,32.46
224022,40
224022,154.75
224027,32.41
224029,163.5
224038,7
224041,32
224042,34
224043,127.86
224046,95
224046,34
224061,42
224063,58.8
224064,44.3
224067,141.2
224071,64
224073,79.09
224075,157.5
224080,175.5
224083,160
224091,38
224092,123.5
224094,40
224101,59.91
224101,9.22
224117,20.47
224118,7.5
224119,180
224120,35.15
224121,43.24
224122,18
224123,32.1
224125,28.02
224126,266.5
224131,32.69
224134,40.78
224138,183.2
224140,38
224143,112
224149,8.07
224155,133.04
224161,27.5
224170,7
224171,33
224176,137
224177,189.23
224182,192
224185,167.78
224188,147.2
224189,176
224190,77.25
224190,1
224191,128
224194,80
224195,10.25
224196,25.25
224198,24.55
224201,38.25
224201,38.75
224202,27.95
224205,54.92
224211,5.48
224212,157.5
224215,35.13
224217,27.57
224217,67.96
224218,13.5
224218,42.5
224220,37.6
224221,15
224221,112.5
224223,8
224227,96.25
224228,135.5
224230,137.75
224237,39
224238,35.8
224239,116
224240,14.95
224242,40.5
224243,191.85
224245,28
224247,45
224251,54
224254,79.85
224257,12.3
224258,16
224262,14.48
224263,217.75
224267,161.49
224270,18
224271,98.7
224273,8.5
224275,201.67
224276,27.75
224276,108.5
224284,15.53
224285,4.25
224288,164.25
224291,15.57
224292,15.79
224296,61.5
224297,34.25
224297,81.75
224302,108
224305,83.73
224307,148.7
224310,20.75
224311,51
224314,117.25
224317,57.5
224329,28
224330,7.5
224331,24
224334,124.4
224335,166.25
224336,15
224346,16
224347,1
224348,30
224349,10
224351,77.75
224351,7
224352,32
224353,160
224355,161.5
224356,4.2
224357,4.2
224358,46.22
224359,80
224359,80
224365,139
224371,106.5
224372,40
224372,80
224375,82.06
224381,104
224382,7
224382,150.5
224384,21.75
224391,38.75
224406,5.25
224408,11.75
224413,138.75
224414,11.5
224414,18.5
224419,31.3
224425,8.25
224430,7.93
224436,57
224437,142.98
224440,8
224441,8
224444,32.5
224444,59.25
224447,6.5
224449,172.2
224453,24.5
224455,8
224459,148.7
224482,9
224492,44.96
224497,19.5
224497,74.25
224497,40
224498,153.38
224503,81
224505,15
224508,2
224517,144
224518,144
224522,36
224523,30
224523,15.72
224524,7.52
224526,102.25
224530,8
224540,8
224540,70.75
224542,31.75
224542,1
224542,38.25
224542,69
224542,0.25
224543,4
224544,20
224545,109
224546,139.3
224552,103.75
224554,177.5
224555,174
224556,121.5
224562,28
224566,175.75
224567,175
224571,18.53
224572,153.5
224579,60
224580,33.5
224580,62
224584,61.84
224586,87.97
224591,141.54
224595,50.5
224596,10
224600,50.5
224608,115
224611,67.5
224612,124.25
224614,112
224616,135.5
224619,8
224628,12.6
224629,20.5
224631,136
224638,1
224638,4
224642,81
224644,3
224644,22
224645,3
224645,184
224646,38
224655,67.25
224657,36
224663,40.25
224664,60.5
224666,7.5
224668,119
224669,99.5
224679,172.5
224683,130.5
224687,72
224691,24.25
224692,80
224706,91.7
224707,79.25
224718,238.5
224722,121.25
224724,112.75
224727,24
224732,7.5
224734,120
224736,1
224738,24
224740,21.13
224741,18.63
224741,109
224745,32.25
224745,48.75
224747,34.25
224752,95.6
224754,52.5
224759,66.2
224763,13.75
224764,76.75
224765,7.25
224767,16
224767,7.25
224771,113
224772,82.5
224774,15
224775,35
224790,24.75
224792,63.32
224811,83.53
224816,61.75
224826,37.5
224828,95
224829,95
224832,98.78
224846,40
224850,8
224850,56
224851,142.5
224852,37.25
224853,7.5
224854,45
224856,7.5
224858,59
224862,52.47
224864,29.1
224865,64.4
224866,15.5
224869,60.77
224871,32.25
224881,66.42
224882,66
224883,96
224884,65.5
224887,71.5
224888,116
224889,54
224890,17.5
224894,144
224896,39.5
224897,102
224898,108
224899,115.5
224900,2.25
224900,40
224901,2
224901,16.5
224902,6.25
224903,66
224906,7
224911,81.5
224913,44.11
224928,26.5
224931,8.05
224934,80.5
224938,61.99
224943,32
224943,40
224946,90
224947,3
224948,3
224949,32
224952,4.25
224968,4
224970,88.7
224972,5.5
224973,81.5
224974,7.5
224975,56
224978,72
224980,64.63
224981,136
224987,61
224989,51.25
224991,44
224993,10.63
224993,8.25
224994,64
224995,38.25
224997,45.75
225007,3.67
225011,36.75
225014,57.04
225016,6.5
225023,3.75
225024,22.25
225027,5.5
225032,46
225033,52.75
225036,60
225037,19.47
225040,64
225042,22.5
225046,29.75
225049,38
225051,49.75
225052,56.5
225055,25.25
225057,1
225084,46.25
225091,8
225092,56.25
225093,18.24
225104,67.33
225111,78.75
225112,22.25
225113,22.25
225122,0.5
225127,70.5
225141,16
225142,16
225143,16
225149,5.25
225151,72
225154,35
225157,43
225163,20
225165,8
225173,61
225176,101
225186,72
225189,32.25
225190,68
225196,3.5
225196,1.5
225196,0
225196,0
225196,6
225196,3.75
225206,120
225207,120
225208,120
225212,8
225213,55.75
225226,8.5
225227,9.5
225229,16.25
225229,40
225235,74.25
225244,29.15
225249,0.5
225250,29.52
225252,56.07
225261,16.5
225262,27
225263,54
225264,8
225265,8
225274,45
225278,48
225295,17.5
225297,17.5
225313,28.75
225317,32
225323,8
225326,42.19
225341,8
